DonorName,Textbox5,GeographicAreaCode_ISO2,GeographicAreaCode_ISO3,GeographicAreaName,DonorParentName,ReplenishmentCycle,Indicator,TransactionType,SourceCurrency,Year,Month,Amount
France,[1],FR,FRA,France,Public Sector,2017-2019,Pledge,USD Equivalent,EUR,2016,Sep,1211985190.8
Belgium,,BE,BEL,Belgium,Public Sector,2008-2010,Pledge,Source Currency,EUR,2009,Dec,16600000
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2014-2016,Contribution,Source Currency,EUR,2014,Oct,500000
Burundi,,BI,BDI,Burundi,Public Sector,2020-2022,Contribution,Source Currency,USD,2022,Apr,294349.78
Belgium,,BE,BEL,Belgium,Public Sector,2001-2005,Pledge,USD Equivalent,EUR,2005,Dec,6067823.04
Italy,,IT,ITA,Italy,Public Sector,2014-2016,Contribution,USD Equivalent,EUR,2015,May,40771950
Korea (Republic),,KR,KOR,Korea (Republic),Public Sector,2011-2013,Contribution,Source Currency,USD,2011,Dec,1999982
Poland,,PL,POL,Poland,Public Sector,2001-2005,Contribution,USD Equivalent,USD,2003,Dec,20000
Netherlands,[1],NL,NLD,Netherlands,Public Sector,2017-2019,Pledge,USD Equivalent,EUR,2017,Mar,11222085.1
United States,,US,USA,United States,Public Sector,2017-2019,Contribution,USD Equivalent,USD,2020,Jun,610537458
Germany,,DE,DEU,Germany,Public Sector,2017-2019,Contribution,Source Currency,EUR,2017,Oct,57500000
Norway,,NO,NOR,Norway,Public Sector,2001-2005,Contribution,USD Equivalent,NOK,2003,Dec,17709580.84
Germany,,DE,DEU,Germany,Public Sector,2014-2016,Pledge,USD Equivalent,EUR,2016,Feb,13590650
Liechtenstein,,LI,LIE,Liechtenstein,Public Sector,2014-2016,Pledge,USD Equivalent,CHF,2016,Apr,110363.09
Benin,,BJ,BEN,Benin,Public Sector,2020-2022,Pledge,USD Equivalent,USD,2020,Mar,-1000000
Korea (Republic),,KR,KOR,Korea (Republic),Public Sector,2008-2010,Pledge,Source Currency,USD,2008,Dec,3000000
Denmark,,DK,DNK,Denmark,Public Sector,2006-2007,Contribution,USD Equivalent,DKK,2007,Dec,25905776.99
Australia,,AU,AUS,Australia,Public Sector,2014-2016,Contribution,Source Currency,AUD,2016,Aug,8000000
Spain,,ES,ESP,Spain,Public Sector,2001-2005,Contribution,Source Currency,EUR,2005,Dec,1000000
Thailand,,TH,THA,Thailand,Public Sector,2001-2005,Pledge,USD Equivalent,USD,2004,Dec,1000000
Norway,,NO,NOR,Norway,Public Sector,2011-2013,Contribution,USD Equivalent,NOK,2012,Dec,75465847.57
Italy,,IT,ITA,Italy,Public Sector,2014-2016,Pledge,Source Currency,EUR,2013,Dec,100000000
India,,IN,IND,India,Public Sector,2006-2007,Contribution,USD Equivalent,USD,2007,Dec,2000000
Germany,,DE,DEU,Germany,Public Sector,2017-2019,Contribution,Source Currency,EUR,2017,Mar,52500000
Sweden,,SE,SWE,Sweden,Public Sector,2006-2007,Pledge,USD Equivalent,SEK,2006,Dec,82312947.1
Thailand,,TH,THA,Thailand,Public Sector,2014-2016,Contribution,USD Equivalent,USD,2014,Apr,1399045.34
Namibia,,NA,NAM,Namibia,Public Sector,2011-2013,Pledge,Source Currency,USD,2011,Dec,250000
Canada,,CA,CAN,Canada,Public Sector,2011-2013,Pledge,USD Equivalent,CAD,2012,Dec,182435988.7
Netherlands,,NL,NLD,Netherlands,Public Sector,2001-2005,Pledge,USD Equivalent,EUR,2002,Dec,8087400
Germany,,DE,DEU,Germany,Public Sector,2014-2016,Contribution,USD Equivalent,EUR,2016,Nov,71350912.5
Australia,,AU,AUS,Australia,Public Sector,2017-2019,Contribution,USD Equivalent,AUD,2019,Jul,8105214.84
Russian Federation,,RU,RUS,Russian Federation,Public Sector,2001-2005,Contribution,Source Currency,USD,2002,Dec,1000000
United Kingdom,,GB,GBR,United Kingdom,Public Sector,2017-2019,Contribution,Source Currency,GBP,2019,Nov,70000000
Kenya,,KE,KEN,Kenya,Public Sector,2017-2019,Pledge,USD Equivalent,USD,2016,Sep,5000000
United States,"[1,6]",US,USA,United States,Public Sector,2001-2005,Pledge,USD Equivalent,USD,2004,Dec,458881278
European Commission,,,,,Public Sector,2017-2019,Pledge,Source Currency,EUR,2015,Dec,31314538
Unitaid,,,,,Public Sector,2006-2007,Contribution,Source Currency,USD,2007,Dec,38691956
Germany,,DE,DEU,Germany,Public Sector,2008-2010,Contribution,USD Equivalent,EUR,2008,Dec,312202200
European Commission,,,,,Public Sector,2017-2019,Contribution,USD Equivalent,EUR,2018,Jul,119515206.31
Australia,,AU,AUS,Australia,Public Sector,2006-2007,Contribution,Source Currency,AUD,2006,Dec,17000000
Brazil,,BR,BRA,Brazil,Public Sector,2006-2007,Contribution,Source Currency,USD,2007,Dec,50000
Ireland,,IE,IRL,Ireland,Public Sector,2006-2007,Pledge,USD Equivalent,EUR,2006,Dec,20416900
China,,CN,CHN,China,Public Sector,2011-2013,Contribution,USD Equivalent,USD,2011,Dec,4000000
Zimbabwe,,ZW,ZWE,Zimbabwe,Public Sector,2017-2019,Contribution,Source Currency,USD,2020,Mar,175000
Nigeria,,NG,NGA,Nigeria,Public Sector,2006-2007,Contribution,USD Equivalent,USD,2006,Dec,9963296.25
Netherlands,,NL,NLD,Netherlands,Public Sector,2001-2005,Contribution,Source Currency,EUR,2004,Dec,45000000
Saudi Arabia,,SA,SAU,Saudi Arabia,Public Sector,2020-2022,Contribution,Source Currency,USD,2021,Jul,5000000
Mexico,,MX,MEX,Mexico,Public Sector,2001-2005,Pledge,Source Currency,USD,2003,Dec,100000
Ireland,,IE,IRL,Ireland,Public Sector,2001-2005,Contribution,USD Equivalent,EUR,2004,Dec,12299000.01
China,,CN,CHN,China,Public Sector,2008-2010,Pledge,USD Equivalent,USD,2008,Dec,2000000
India,,IN,IND,India,Public Sector,2006-2007,Pledge,USD Equivalent,USD,2007,Dec,2000000
United Kingdom,,GB,GBR,United Kingdom,Public Sector,2001-2005,Pledge,Source Currency,GBP,2002,Dec,50110989.91
France,,FR,FRA,France,Public Sector,2011-2013,Contribution,Source Currency,EUR,2011,Dec,357500000
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2008-2010,Contribution,USD Equivalent,EUR,2009,Dec,3321749.99
Brazil,,BR,BRA,Brazil,Public Sector,2006-2007,Pledge,Source Currency,USD,2007,Dec,50000
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2011-2013,Contribution,Source Currency,EUR,2012,Dec,2500000
Belgium,,BE,BEL,Belgium,Public Sector,2011-2013,Contribution,Source Currency,EUR,2013,Dec,11550000
Malaysia,,MY,MYS,Malaysia,Public Sector,2008-2010,Pledge,Source Currency,USD,2010,Dec,100000
United Kingdom,,GB,GBR,United Kingdom,Public Sector,2020-2022,Contribution,USD Equivalent,GBP,2022,Mar,73542930.68
Rwanda,,RW,RWA,Rwanda,Public Sector,2020-2022,Contribution,Source Currency,USD,2022,Jan,850000
Sweden,,SE,SWE,Sweden,Public Sector,2011-2013,Contribution,USD Equivalent,SEK,2011,Dec,87168758.72
Switzerland,,CH,CHE,Switzerland,Public Sector,2006-2007,Pledge,USD Equivalent,CHF,2006,Dec,4913602.49
Germany,,DE,DEU,Germany,Public Sector,2011-2013,Contribution,USD Equivalent,EUR,2011,Dec,272170000
Italy,,IT,ITA,Italy,Public Sector,2020-2022,Contribution,Source Currency,EUR,2021,Dec,292812.18
Greece,,GR,GRC,Greece,Public Sector,2008-2010,Contribution,USD Equivalent,EUR,2008,Dec,1362200
United Kingdom,,GB,GBR,United Kingdom,Public Sector,2017-2019,Pledge,USD Equivalent,GBP,2018,Jun,130770237
Netherlands,,NL,NLD,Netherlands,Public Sector,2011-2013,Pledge,Source Currency,EUR,2012,Dec,25000000
China,,CN,CHN,China,Public Sector,2001-2005,Contribution,Source Currency,USD,2004,Dec,2000000
Austria,,AT,AUT,Austria,Public Sector,2001-2005,Pledge,USD Equivalent,EUR,2002,Dec,1075900
Belgium,,BE,BEL,Belgium,Public Sector,2001-2005,Contribution,Source Currency,EUR,2003,Dec,5949440.29
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2008-2010,Contribution,USD Equivalent,EUR,2010,Dec,3169250
Russian Federation,,RU,RUS,Russian Federation,Public Sector,2006-2007,Pledge,Source Currency,USD,2006,Dec,10000000
Saudi Arabia,,SA,SAU,Saudi Arabia,Public Sector,2008-2010,Pledge,USD Equivalent,USD,2008,Dec,6000000
New Zealand,,NZ,NZL,New Zealand,Public Sector,2017-2019,Contribution,USD Equivalent,NZD,2018,Jan,366730.23
Portugal,,PT,PRT,Portugal,Public Sector,2020-2022,Contribution,Source Currency,EUR,2022,Jan,116250
Australia,,AU,AUS,Australia,Public Sector,2008-2010,Pledge,Source Currency,AUD,2010,Dec,46500000
European Commission,,,,,Public Sector,2001-2005,Pledge,Source Currency,EUR,2004,Dec,212500000
Belgium,,BE,BEL,Belgium,Public Sector,2014-2016,Contribution,Source Currency,EUR,2014,Jul,19000000
Portugal,,PT,PRT,Portugal,Public Sector,2017-2019,Contribution,Source Currency,EUR,2018,Feb,12000
Spain,,ES,ESP,Spain,Public Sector,2001-2005,Pledge,USD Equivalent,EUR,2005,Dec,1256900
South Africa,,ZA,ZAF,South Africa,Public Sector,2014-2016,Contribution,Source Currency,USD,2017,Dec,1500000
Portugal,,PT,PRT,Portugal,Public Sector,2017-2019,Pledge,USD Equivalent,EUR,2018,Jan,13466.5
United Kingdom,,GB,GBR,United Kingdom,Public Sector,2017-2019,Contribution,Source Currency,GBP,2018,Nov,360000000
Portugal,,PT,PRT,Portugal,Public Sector,2006-2007,Pledge,Source Currency,USD,2006,Dec,2000000
Korea (Republic),,KR,KOR,Korea (Republic),Public Sector,2020-2022,Pledge,USD Equivalent,USD,2019,Oct,25000000
France,,FR,FRA,France,Public Sector,2017-2019,Contribution,Source Currency,EUR,2018,Dec,259800000
South Africa,,ZA,ZAF,South Africa,Public Sector,2006-2007,Pledge,USD Equivalent,ZAR,2006,Dec,130718.95
China,,CN,CHN,China,Public Sector,2006-2007,Pledge,USD Equivalent,USD,2006,Dec,2000000
Denmark,,DK,DNK,Denmark,Public Sector,2001-2005,Contribution,Source Currency,DKK,2004,Dec,100000000
European Commission,,,,,Public Sector,2006-2007,Pledge,USD Equivalent,EUR,2006,Dec,117153200
Denmark,,DK,DNK,Denmark,Public Sector,2014-2016,Pledge,Source Currency,DKK,2013,Dec,495000000
United States,"[6,1]",US,USA,United States,Public Sector,2008-2010,Pledge,USD Equivalent,USD,2010,Dec,999080182
Liechtenstein,,LI,LIE,Liechtenstein,Public Sector,2014-2016,Contribution,Source Currency,CHF,2014,Apr,100000
Portugal,,PT,PRT,Portugal,Public Sector,2017-2019,Contribution,USD Equivalent,EUR,2018,Dec,84165.63
Australia,,AU,AUS,Australia,Public Sector,2008-2010,Contribution,Source Currency,AUD,2008,Dec,42000000
France,,FR,FRA,France,Public Sector,2017-2019,Contribution,USD Equivalent,EUR,2017,Jun,89776680.8
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2008-2010,Contribution,Source Currency,EUR,2008,Dec,2500000
New Zealand,,NZ,NZL,New Zealand,Public Sector,2017-2019,Contribution,USD Equivalent,NZD,2017,Jan,366730.23
Romania,,RO,ROU,Romania,Public Sector,2008-2010,Contribution,USD Equivalent,EUR,2010,Dec,67360
Estonia,,EE,EST,Estonia,Public Sector,2014-2016,Contribution,USD Equivalent,EUR,2013,Dec,4077.19
Norway,,NO,NOR,Norway,Public Sector,2020-2022,Pledge,Source Currency,NOK,2021,Dec,440000000
France,,FR,FRA,France,Public Sector,2014-2016,Contribution,Source Currency,EUR,2014,Dec,234500000
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2014-2016,Contribution,USD Equivalent,EUR,2015,Feb,3397662.5
Norway,,NO,NOR,Norway,Public Sector,2001-2005,Contribution,USD Equivalent,NOK,2005,Dec,23561558.43
Denmark,,DK,DNK,Denmark,Public Sector,2014-2016,Contribution,USD Equivalent,DKK,2016,Apr,3643850
Italy,,IT,ITA,Italy,Public Sector,2001-2005,Pledge,Source Currency,EUR,2002,Dec,112335716.8
Germany,,DE,DEU,Germany,Public Sector,2006-2007,Pledge,Source Currency,EUR,2007,Dec,87000000
Italy,,IT,ITA,Italy,Public Sector,2001-2005,Contribution,Source Currency,EUR,2003,Dec,88000000
Switzerland,,CH,CHE,Switzerland,Public Sector,2011-2013,Pledge,Source Currency,CHF,2012,Dec,8000000
South Africa,,ZA,ZAF,South Africa,Public Sector,2020-2022,Contribution,Source Currency,USD,2022,May,4000000
Spain,,ES,ESP,Spain,Public Sector,2008-2010,Contribution,USD Equivalent,EUR,2010,Dec,133673400
New Zealand,,NZ,NZL,New Zealand,Public Sector,2020-2022,Pledge,Source Currency,NZD,2019,Oct,1500000
Kuwait,,KW,KWT,Kuwait,Public Sector,2020-2022,Contribution,Source Currency,USD,2020,Mar,500000
United Kingdom,,GB,GBR,United Kingdom,Public Sector,2017-2019,Contribution,Source Currency,GBP,2016,Dec,152940000
Poland,,PL,POL,Poland,Public Sector,2001-2005,Contribution,Source Currency,USD,2003,Dec,20000
Mali,,ML,MLI,Mali,Public Sector,2020-2022,Pledge,USD Equivalent,EUR,2019,Oct,551480.72
Liechtenstein,,LI,LIE,Liechtenstein,Public Sector,2006-2007,Contribution,Source Currency,USD,2006,Dec,75000
United States,,US,USA,United States,Public Sector,2014-2016,Contribution,Source Currency,USD,2015,Mar,538142521
Zimbabwe,,ZW,ZWE,Zimbabwe,Public Sector,2001-2005,Pledge,Source Currency,USD,2003,Dec,158462
Hungary,,HU,HUN,Hungary,Public Sector,2001-2005,Pledge,Source Currency,USD,2004,Dec,10000
Namibia,,NA,NAM,Namibia,Public Sector,2011-2013,Contribution,Source Currency,USD,2014,Jan,250000
France,,FR,FRA,France,Public Sector,2020-2022,Contribution,USD Equivalent,EUR,2020,Oct,27574036.28
Liechtenstein,,LI,LIE,Liechtenstein,Public Sector,2011-2013,Contribution,Source Currency,CHF,2012,Dec,100000
Canada,,CA,CAN,Canada,Public Sector,2001-2005,Contribution,Source Currency,USD,2004,Dec,50005530
European Commission,,,,,Public Sector,2001-2005,Pledge,Source Currency,EUR,2005,Dec,58000000
Uganda,,UG,UGA,Uganda,Public Sector,2017-2019,Contribution,USD Equivalent,USD,2020,Dec,40479.3
Iceland,,IS,ISL,Iceland,Public Sector,2001-2005,Contribution,Source Currency,ISK,2005,Dec,15000000
Germany,,DE,DEU,Germany,Public Sector,2020-2022,Contribution,USD Equivalent,EUR,2022,Mar,82722108.86
Benin,,BJ,BEN,Benin,Public Sector,2020-2022,Pledge,Source Currency,USD,2019,Oct,1000000
China,,CN,CHN,China,Public Sector,2008-2010,Contribution,USD Equivalent,USD,2008,Dec,2000000
Brazil,,BR,BRA,Brazil,Public Sector,2006-2007,Contribution,Source Currency,USD,2006,Dec,52355.08
Germany,,DE,DEU,Germany,Public Sector,2014-2016,Pledge,Source Currency,EUR,2015,Oct,10000000
Finland,,FI,FIN,Finland,Public Sector,2006-2007,Contribution,USD Equivalent,EUR,2007,Dec,3321000
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2006-2007,Contribution,USD Equivalent,EUR,2006,Dec,2571000
Denmark,,DK,DNK,Denmark,Public Sector,2008-2010,Pledge,USD Equivalent,DKK,2009,Dec,31873235.59
Congo (Democratic Republic),,CD,COD,Congo (Democratic Republic),Public Sector,2020-2022,Pledge,USD Equivalent,USD,2019,Oct,6000000
Norway,,NO,NOR,Norway,Public Sector,2008-2010,Pledge,Source Currency,NOK,2009,Dec,375000000
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2001-2005,Pledge,USD Equivalent,EUR,2005,Dec,2418200
Australia,,AU,AUS,Australia,Public Sector,2011-2013,Pledge,Source Currency,AUD,2012,Dec,59880000
Norway,,NO,NOR,Norway,Public Sector,2011-2013,Pledge,Source Currency,NOK,2013,Dec,450000000
United Kingdom,,GB,GBR,United Kingdom,Public Sector,2020-2022,Contribution,USD Equivalent,GBP,2021,Dec,183857326.71
France,,FR,FRA,France,Public Sector,2020-2022,Contribution,Source Currency,EUR,2020,Dec,146370000
Canada,,CA,CAN,Canada,Public Sector,2001-2005,Contribution,USD Equivalent,USD,2003,Dec,25000000
Belgium,,BE,BEL,Belgium,Public Sector,2001-2005,Contribution,Source Currency,EUR,2004,Dec,8407992.58
Belgium,,BE,BEL,Belgium,Public Sector,2020-2022,Pledge,USD Equivalent,EUR,2021,Sep,33088843.54
Qatar,,QA,QAT,Qatar,Public Sector,2017-2019,Contribution,Source Currency,USD,2017,Jul,3333334
Portugal,,PT,PRT,Portugal,Public Sector,2020-2022,Contribution,USD Equivalent,EUR,2019,Dec,275740.36
European Commission,,,,,Public Sector,2008-2010,Contribution,Source Currency,EUR,2010,Dec,100000000
Switzerland,,CH,CHE,Switzerland,Public Sector,2011-2013,Pledge,USD Equivalent,CHF,2012,Dec,8769045.27
European Commission,,,,,Public Sector,2017-2019,Contribution,USD Equivalent,EUR,2018,Dec,67332510.6
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2001-2005,Pledge,Source Currency,EUR,2002,Dec,1000000
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2017-2019,Contribution,USD Equivalent,EUR,2017,Mar,3029962.97
Canada,,CA,CAN,Canada,Public Sector,2020-2022,Contribution,USD Equivalent,CAD,2021,Apr,56382498.87
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2006-2007,Contribution,USD Equivalent,EUR,2007,Dec,3107700
Belgium,,BE,BEL,Belgium,Public Sector,2014-2016,Contribution,Source Currency,EUR,2016,Jul,19000000
Germany,,DE,DEU,Germany,Public Sector,2020-2022,Contribution,Source Currency,EUR,2021,Jul,227500000
Ireland,,IE,IRL,Ireland,Public Sector,2006-2007,Pledge,Source Currency,EUR,2007,Dec,20000000
Zimbabwe,,ZW,ZWE,Zimbabwe,Public Sector,2017-2019,Contribution,USD Equivalent,USD,2018,Jan,50000
Thailand,,TH,THA,Thailand,Public Sector,2008-2010,Pledge,Source Currency,USD,2010,Dec,1000000
Kuwait,,KW,KWT,Kuwait,Public Sector,2020-2022,Contribution,USD Equivalent,USD,2021,Mar,2000000
Switzerland,,CH,CHE,Switzerland,Public Sector,2014-2016,Contribution,Source Currency,CHF,2016,Jun,20000000
Greece,,GR,GRC,Greece,Public Sector,2020-2022,Pledge,Source Currency,EUR,2019,Oct,50000
Romania,,RO,ROU,Romania,Public Sector,2011-2013,Pledge,USD Equivalent,EUR,2011,Dec,142300
Zambia,,ZM,ZMB,Zambia,Public Sector,2001-2005,Contribution,USD Equivalent,ZMK,2002,Dec,25000
India,,IN,IND,India,Public Sector,2014-2016,Pledge,USD Equivalent,USD,2013,Dec,13500000
Kuwait,,KW,KWT,Kuwait,Public Sector,2011-2013,Contribution,USD Equivalent,USD,2012,Dec,499965
Portugal,,PT,PRT,Portugal,Public Sector,2020-2022,Contribution,Source Currency,EUR,2019,Dec,250000
Other Public,[1],,,,Public Sector,2020-2022,Pledge,Source Currency,EUR,2019,Oct,54500000
Zimbabwe,,ZW,ZWE,Zimbabwe,Public Sector,2017-2019,Contribution,USD Equivalent,USD,2018,Feb,50000
Thailand,,TH,THA,Thailand,Public Sector,2020-2022,Contribution,Source Currency,USD,2020,Oct,35023
European Commission,,,,,Public Sector,2014-2016,Contribution,USD Equivalent,EUR,2016,Jan,190269100
Belgium,,BE,BEL,Belgium,Public Sector,2001-2005,Pledge,Source Currency,EUR,2002,Dec,11858319
Uganda,,UG,UGA,Uganda,Public Sector,2017-2019,Contribution,Source Currency,USD,2020,Jun,17249.2
Norway,,NO,NOR,Norway,Public Sector,2001-2005,Pledge,Source Currency,NOK,2005,Dec,151541000
Iceland,,IS,ISL,Iceland,Public Sector,2006-2007,Pledge,USD Equivalent,USD,2006,Dec,200000
Denmark,,DK,DNK,Denmark,Public Sector,2020-2022,Contribution,USD Equivalent,DKK,2020,Dec,3692162.27
Romania,,RO,ROU,Romania,Public Sector,2011-2013,Contribution,Source Currency,EUR,2011,Dec,100000
Central African Republic,,CF,CAF,Central African Republic,Public Sector,2020-2022,Pledge,Source Currency,XAF,2019,Oct,600000000
Denmark,,DK,DNK,Denmark,Public Sector,2014-2016,Pledge,USD Equivalent,DKK,2015,Nov,-9109625
Ireland,,IE,IRL,Ireland,Public Sector,2017-2019,Contribution,Source Currency,EUR,2017,Jul,10000000
Kuwait,,KW,KWT,Kuwait,Public Sector,2017-2019,Contribution,USD Equivalent,USD,2019,Jul,500000
Iceland,,IS,ISL,Iceland,Public Sector,2014-2016,Contribution,Source Currency,USD,2014,Jan,50000
Switzerland,,CH,CHE,Switzerland,Public Sector,2008-2010,Contribution,Source Currency,CHF,2008,Dec,7000000
Liechtenstein,,LI,LIE,Liechtenstein,Public Sector,2008-2010,Contribution,USD Equivalent,CHF,2009,Dec,126839.17
Australia,,AU,AUS,Australia,Public Sector,2006-2007,Contribution,USD Equivalent,AUD,2007,Dec,15263400
Kuwait,,KW,KWT,Kuwait,Public Sector,2014-2016,Pledge,USD Equivalent,USD,2017,Jan,-500000
United States,"[1,6]",US,USA,United States,Public Sector,2006-2007,Pledge,USD Equivalent,USD,2006,Dec,512989105.1
Portugal,,PT,PRT,Portugal,Public Sector,2006-2007,Contribution,Source Currency,USD,2006,Dec,2000000
Brazil,,BR,BRA,Brazil,Public Sector,2001-2005,Pledge,USD Equivalent,USD,2003,Dec,50000
Ireland,,IE,IRL,Ireland,Public Sector,2006-2007,Contribution,USD Equivalent,EUR,2007,Dec,27016700
Japan,,JP,JPN,Japan,Public Sector,2020-2022,Pledge,USD Equivalent,USD,2019,Oct,840000000
China,,CN,CHN,China,Public Sector,2001-2005,Contribution,Source Currency,USD,2005,Dec,2000000
Belgium,,BE,BEL,Belgium,Public Sector,2006-2007,Pledge,USD Equivalent,EUR,2006,Dec,10295437.36
Saudi Arabia,,SA,SAU,Saudi Arabia,Public Sector,2001-2005,Contribution,USD Equivalent,USD,2005,Dec,2500000
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2014-2016,Pledge,USD Equivalent,EUR,2013,Dec,10192987.5
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2014-2016,Contribution,USD Equivalent,EUR,2014,Jun,3397662.5
Estonia,,EE,EST,Estonia,Public Sector,2014-2016,Contribution,Source Currency,EUR,2013,Dec,3000
South Africa,,ZA,ZAF,South Africa,Public Sector,2006-2007,Pledge,Source Currency,USD,2007,Dec,2000000
Denmark,,DK,DNK,Denmark,Public Sector,2008-2010,Pledge,Source Currency,DKK,2008,Dec,175000000
Saudi Arabia,,SA,SAU,Saudi Arabia,Public Sector,2020-2022,Contribution,USD Equivalent,USD,2021,Nov,5000000
Norway,,NO,NOR,Norway,Public Sector,2020-2022,Contribution,USD Equivalent,NOK,2020,Oct,24136304.29
India,,IN,IND,India,Public Sector,2014-2016,Contribution,Source Currency,USD,2015,Jul,4500000
Japan,,JP,JPN,Japan,Public Sector,2011-2013,Contribution,USD Equivalent,USD,2012,Dec,342876738
New Zealand,,NZ,NZL,New Zealand,Public Sector,2020-2022,Pledge,USD Equivalent,NZD,2019,Jun,633312.22
India,,IN,IND,India,Public Sector,2020-2022,Contribution,Source Currency,USD,2020,Jul,7000000
New Zealand,,NZ,NZL,New Zealand,Public Sector,2017-2019,Pledge,Source Currency,NZD,2016,Feb,1000000
Belgium,,BE,BEL,Belgium,Public Sector,2001-2005,Pledge,Source Currency,EUR,2004,Dec,8407992.58
Korea (Republic),,KR,KOR,Korea (Republic),Public Sector,2011-2013,Contribution,USD Equivalent,USD,2013,Dec,4099981.42
Singapore,,SG,SGP,Singapore,Public Sector,2006-2007,Pledge,USD Equivalent,USD,2006,Dec,200000
Spain,,ES,ESP,Spain,Public Sector,2001-2005,Contribution,Source Currency,USD,2004,Dec,15000000
